League Division,Match Date,Home Team,Away Team,Bet365 Home Win Odds,Bet365 Draw Odds,Bet365 Away Win Odds,Pinnacle Home Win Odds,Pinnacle Draw Odds,Pinnacle Away Win Odds,William Hill Home Win Odds,William Hill Draw Odds,William Hill Away Win Odds,VC Bet Home Win Odds,VC Bet Draw Odds,VC Bet Away Win Odds,Pinnacle Closing Home Win Odds,Pinnacle Closing Draw Odds,Pinnacle Closing Away Win Odds
E0,13/12/2017,Swansea,Man City,15.0,6.5,1.25,13.5,6.85,1.25,13.0,6.0,1.25,15.0,6.5,1.25,13.0,7.15,1.24
E0,13/12/2017,Tottenham,Brighton,1.25,6.5,15.0,1.25,6.8,13.55,1.25,6.0,13.0,1.25,6.5,15.0,1.22,7.2,16.5
E0,13/12/2017,West Ham,Arsenal,5.25,4.2,1.66,5.36,4.44,1.65,5.5,4.0,1.65,5.4,4.3,1.65,5.45,4.26,1.66
E0,16/12/2017,Arsenal,Newcastle,1.25,6.5,14.0,1.27,6.8,11.75,1.25,6.0,13.0,1.25,6.5,15.0,1.26,6.9,12.45
E0,16/12/2017,Brighton,Burnley,2.62,3.0,3.2,2.62,2.95,3.34,2.62,2.9,3.2,2.55,3.0,3.3,2.5,2.89,3.64
E0,16/12/2017,Chelsea,Southampton,1.39,5.0,9.0,1.41,5.1,8.78,1.36,5.0,9.0,1.36,5.0,10.0,1.4,5.09,9.0
E0,16/12/2017,Leicester,Crystal Palace,1.89,3.6,4.5,1.88,3.7,4.55,1.91,3.5,4.33,1.87,3.7,4.5,1.77,3.85,5.1
E0,16/12/2017,Man City,Tottenham,1.55,4.59,6.0,1.57,4.6,6.0,1.53,4.5,6.0,1.55,4.6,6.25,1.64,4.41,5.41
E0,16/12/2017,Stoke,West Ham,2.29,3.29,3.5,2.31,3.35,3.46,2.3,3.3,3.3,2.3,3.3,3.4,2.46,3.26,3.26
E0,16/12/2017,Watford,Huddersfield,1.8,3.75,5.0,1.79,3.78,5.08,1.8,3.5,5.0,1.75,3.8,5.25,1.73,3.83,5.5
E0,17/12/2017,Bournemouth,Liverpool,6.5,4.5,1.53,6.65,4.81,1.51,6.0,4.5,1.53,6.5,4.6,1.5,7.35,5.25,1.44
E0,17/12/2017,West Brom,Man United,6.5,4.0,1.6,6.35,4.09,1.62,6.5,3.8,1.62,6.5,4.0,1.6,6.0,3.75,1.7
E0,18/12/2017,Everton,Swansea,1.72,3.75,5.5,1.78,3.64,5.48,1.73,3.6,5.5,1.75,3.6,5.5,1.8,3.52,5.53
E0,22/12/2017,Arsenal,Liverpool,2.54,3.6,2.79,2.51,3.71,2.84,2.45,3.6,2.8,2.5,3.75,2.8,2.68,3.69,2.66
E0,23/12/2017,Brighton,Watford,2.62,3.2,3.0,2.67,3.2,3.0,2.62,3.1,3.0,2.7,3.2,2.9,2.71,3.2,2.95
E0,23/12/2017,Burnley,Tottenham,7.0,4.2,1.55,7.05,4.35,1.54,7.0,3.8,1.57,7.0,4.2,1.55,6.8,4.29,1.56
E0,23/12/2017,Everton,Chelsea,6.0,3.89,1.66,5.96,3.98,1.67,5.5,3.8,1.67,6.25,3.9,1.65,7.16,4.13,1.56
E0,23/12/2017,Leicester,Man United,4.5,3.6,1.9,4.4,3.71,1.91,4.33,3.5,1.91,4.75,3.7,1.83,4.27,3.67,1.95
E0,23/12/2017,Man City,Bournemouth,1.12,11.0,23.0,1.11,12.57,23.05,1.1,11.0,26.0,1.07,11.5,23.0,1.09,15.0,27.0
E0,23/12/2017,Southampton,Huddersfield,1.61,3.89,6.5,1.59,4.03,7.0,1.62,3.75,6.5,1.6,4.0,7.0,1.67,3.9,6.1
E0,23/12/2017,Stoke,West Brom,2.29,3.25,3.5,2.34,3.21,3.55,2.3,3.1,3.5,2.38,3.2,3.5,2.37,3.17,3.53
E0,23/12/2017,Swansea,Crystal Palace,3.29,3.2,2.45,3.34,3.27,2.41,3.3,3.1,2.4,3.4,3.2,2.4,3.4,3.32,2.35
E0,23/12/2017,West Ham,Newcastle,2.1,3.39,3.89,2.13,3.43,3.86,2.15,3.2,3.8,2.1,3.4,3.9,1.97,3.48,4.43
E0,26/12/2017,Bournemouth,West Ham,2.79,3.29,2.75,2.8,3.25,2.81,2.8,3.3,2.62,2.75,3.3,2.8,2.56,3.22,3.13
E0,26/12/2017,Chelsea,Brighton,1.19,7.5,17.0,1.21,7.25,17.45,1.2,7.0,15.0,1.2,7.0,20.0,1.17,8.4,21.5
E0,26/12/2017,Huddersfield,Stoke,2.5,3.2,3.2,2.51,3.27,3.17,2.5,3.1,3.1,2.5,3.2,3.13,2.35,3.23,3.51
E0,26/12/2017,Liverpool,Swansea,1.16,9.0,19.0,1.16,9.12,21.04,1.17,8.0,17.0,1.17,8.5,20.0,1.14,10.5,21.0
E0,26/12/2017,Man United,Burnley,1.25,6.5,15.0,1.24,6.67,15.84,1.25,6.0,13.0,1.25,6.5,13.0,1.26,6.3,14.5
E0,26/12/2017,Tottenham,Southampton,1.36,5.25,10.0,1.38,5.43,8.97,1.33,5.0,11.0,1.36,5.25,10.0,1.33,5.8,10.2
E0,26/12/2017,Watford,Leicester,2.54,3.5,2.87,2.57,3.47,2.92,2.5,3.4,2.88,2.6,3.5,2.8,2.7,3.46,2.78
E0,26/12/2017,West Brom,Everton,2.54,3.2,3.1,2.47,3.22,3.28,2.5,3.2,3.0,2.55,3.13,3.2,2.25,3.16,3.85
E0,27/12/2017,Newcastle,Man City,13.0,6.75,1.25,12.6,6.95,1.26,13.0,6.0,1.25,15.0,7.0,1.22,13.0,7.25,1.24
E0,28/12/2017,Crystal Palace,Arsenal,4.5,4.0,1.8,4.54,4.0,1.8,4.8,3.8,1.75,4.5,4.0,1.8,4.82,4.33,1.72
E0,30/12/2017,Bournemouth,Everton,2.37,3.29,3.29,2.33,3.38,3.39,2.4,3.2,3.0,2.38,3.3,3.3,2.36,3.13,3.6
E0,30/12/2017,Chelsea,Stoke,1.16,8.5,19.0,1.18,8.01,20.06,1.17,7.0,17.0,1.18,7.5,17.0,1.15,9.75,21.0
E0,30/12/2017,Huddersfield,Burnley,2.37,3.1,3.5,2.32,3.16,3.67,2.38,2.9,3.4,2.4,3.0,3.6,2.44,3.03,3.58
E0,30/12/2017,Liverpool,Leicester,1.3,6.0,11.0,1.32,6.27,9.97,1.3,5.5,9.0,1.3,6.0,11.0,1.27,7.1,11.0
E0,30/12/2017,Man United,Southampton,1.36,5.5,9.0,1.36,5.35,10.1,1.36,4.8,8.0,1.36,5.2,10.0,1.36,5.3,10.5
E0,30/12/2017,Newcastle,Brighton,2.14,3.2,4.0,2.15,3.22,4.1,2.15,3.2,3.6,2.15,3.25,4.0,2.16,3.22,4.05
E0,30/12/2017,Watford,Swansea,1.66,3.79,6.0,1.7,3.85,5.81,1.7,3.6,5.0,1.7,3.8,5.75,1.85,3.57,5.01
E0,31/12/2017,Crystal Palace,Man City,11.0,6.5,1.28,12.96,6.73,1.26,11.0,6.0,1.25,12.0,6.5,1.25,10.85,5.8,1.32
E0,31/12/2017,West Brom,Arsenal,5.0,4.0,1.72,5.39,4.06,1.7,4.5,3.75,1.73,5.25,4.0,1.7,5.7,4.19,1.65
E0,01/01/2018,Brighton,Bournemouth,2.37,3.2,3.39,2.46,3.11,3.44,2.4,3.1,3.3,2.45,3.13,3.4,2.47,3.05,3.48
E0,01/01/2018,Burnley,Liverpool,7.5,4.5,1.5,7.31,4.45,1.52,7.0,4.33,1.5,7.5,4.4,1.5,6.6,3.8,1.65
E0,01/01/2018,Everton,Man United,5.5,3.5,1.8,5.49,3.59,1.79,5.5,3.4,1.75,5.4,3.5,1.8,5.6,3.89,1.71
E0,01/01/2018,Leicester,Huddersfield,1.66,3.79,6.0,1.65,4.08,6.01,1.67,3.75,5.5,1.67,3.9,5.0,1.83,3.52,5.23
E0,01/01/2018,Stoke,Newcastle,2.29,3.29,3.5,2.36,3.26,3.44,2.3,3.2,3.4,2.38,3.3,3.3,2.31,3.28,3.54
E0,02/01/2018,Man City,Watford,1.12,8.5,19.0,1.18,8.7,16.95,1.15,8.0,19.0,1.15,8.5,21.0,1.13,10.8,21.5
E0,02/01/2018,Southampton,Crystal Palace,1.9,3.39,4.0,2.05,3.43,4.16,1.95,3.4,4.2,2.0,3.5,4.0,2.07,3.37,4.16
E0,02/01/2018,Swansea,Tottenham,12.0,4.75,1.3,10.54,5.51,1.34,11.0,5.5,1.3,11.0,5.25,1.33,8.02,4.51,1.48
E0,02/01/2018,West Ham,West Brom,1.9,3.39,4.09,1.98,3.41,4.51,1.95,3.3,4.33,1.95,3.4,4.5,2.19,3.21,3.98
E0,03/01/2018,Arsenal,Chelsea,2.6,3.39,2.6,2.8,3.51,2.64,2.7,3.3,2.7,2.75,3.5,2.63,3.32,3.42,2.34
E0,04/01/2018,Tottenham,West Ham,1.25,6.0,10.0,1.26,6.25,12.7,1.29,6.0,10.0,1.29,6.0,12.0,1.29,6.1,12.2
E0,13/01/2018,Chelsea,Leicester,1.3,5.75,12.0,1.3,5.95,11.85,1.3,5.5,11.0,1.29,6.0,12.0,1.3,5.72,13.0
E0,13/01/2018,Crystal Palace,Burnley,2.0,3.29,4.5,2.02,3.3,4.51,2.05,3.1,4.33,2.0,3.3,4.4,2.18,3.22,3.98
E0,13/01/2018,Huddersfield,West Ham,2.62,3.1,3.1,2.67,3.14,3.06,2.7,3.0,3.0,2.75,3.1,3.0,2.94,3.11,2.79
E0,13/01/2018,Newcastle,Swansea,1.95,3.39,4.5,1.99,3.38,4.5,1.95,3.3,4.5,1.95,3.4,4.6,1.76,3.75,5.4
E0,13/01/2018,Tottenham,Everton,1.28,6.0,13.0,1.28,6.02,13.69,1.29,5.5,12.0,1.29,6.0,13.0,1.28,6.12,12.61
E0,13/01/2018,Watford,Southampton,2.5,3.39,3.0,2.5,3.48,3.01,2.5,3.25,3.0,2.55,3.4,3.0,2.79,3.35,2.75
E0,13/01/2018,West Brom,Brighton,2.14,3.0,4.33,2.16,3.08,4.31,2.05,3.0,4.2,2.15,3.1,4.33,2.17,3.14,4.15
E0,14/01/2018,Bournemouth,Arsenal,4.75,4.2,1.75,4.63,4.22,1.76,4.5,4.0,1.75,4.6,4.2,1.75,3.81,3.61,2.08
E0,14/01/2018,Liverpool,Man City,3.1,3.75,2.29,3.07,3.75,2.34,3.1,3.5,2.3,2.88,3.6,2.25,3.22,3.62,2.31
E0,15/01/2018,Man United,Stoke,1.22,7.0,15.0,1.23,7.22,15.23,1.22,6.5,15.0,1.22,7.0,15.0,1.22,7.2,15.8
E0,20/01/2018,Arsenal,Crystal Palace,1.5,4.75,7.0,1.49,4.73,7.19,1.5,4.33,7.0,1.5,4.6,7.0,1.44,4.97,7.85
E0,20/01/2018,Brighton,Chelsea,6.5,3.89,1.61,6.33,3.9,1.65,6.5,3.75,1.62,6.5,3.9,1.62,7.0,3.85,1.62
E0,20/01/2018,Burnley,Man United,7.5,3.89,1.57,6.98,3.95,1.6,7.0,3.8,1.57,7.0,3.9,1.6,7.5,4.05,1.56
E0,20/01/2018,Everton,West Brom,2.14,3.2,4.0,2.16,3.3,3.93,2.15,3.1,4.0,2.2,3.2,3.9,2.59,2.97,3.37
E0,20/01/2018,Leicester,Watford,1.85,3.89,4.33,1.85,3.84,4.47,1.85,3.75,4.33,1.85,3.9,4.4,1.76,3.91,5.05
E0,20/01/2018,Man City,Newcastle,1.12,10.0,26.0,1.14,10.21,22.56,1.12,9.0,26.0,1.13,10.0,23.0,1.12,11.0,28.5
E0,20/01/2018,Stoke,Huddersfield,2.04,3.39,4.09,2.04,3.41,4.23,2.05,3.3,4.0,2.05,3.4,4.1,2.04,3.47,4.12
E0,20/01/2018,West Ham,Bournemouth,2.0,3.6,4.0,2.06,3.62,3.87,2.0,3.5,4.0,2.0,3.7,3.9,2.37,3.37,3.32
E0,21/01/2018,Southampton,Tottenham,5.75,4.09,1.64,5.72,4.14,1.66,5.5,4.0,1.65,5.75,4.0,1.65,4.6,3.76,1.86
E0,22/01/2018,Swansea,Liverpool,12.0,5.75,1.3,11.96,5.8,1.31,11.0,5.5,1.3,12.0,5.5,1.3,11.68,5.87,1.31
E0,30/01/2018,Huddersfield,Liverpool,12.0,5.75,1.3,10.75,5.65,1.33,11.0,5.5,1.3,12.0,5.75,1.3,10.95,5.49,1.34
E0,30/01/2018,Swansea,Arsenal,7.0,4.59,1.5,7.0,4.62,1.51,7.0,4.33,1.5,7.5,4.4,1.5,7.1,4.3,1.55
E0,30/01/2018,West Ham,Crystal Palace,3.1,3.25,2.54,3.06,3.32,2.55,3.0,3.25,2.5,3.0,3.3,2.55,3.1,3.2,2.59
E0,31/01/2018,Chelsea,Bournemouth,1.28,6.5,11.0,1.3,6.14,11.24,1.29,6.0,11.0,1.29,6.0,12.0,1.37,5.25,10.11
E0,31/01/2018,Everton,Leicester,3.0,3.2,2.62,3.11,3.17,2.6,3.0,3.1,2.62,3.1,3.2,2.55,2.78,3.16,2.9
E0,31/01/2018,Man City,West Brom,1.14,10.0,21.0,1.16,9.0,21.8,1.14,9.0,19.0,1.15,9.0,22.0,1.15,9.1,23.5
E0,31/01/2018,Newcastle,Burnley,2.2,3.2,3.89,2.19,3.15,4.05,2.2,3.1,3.75,2.2,3.13,4.0,2.21,3.19,3.95
E0,31/01/2018,Southampton,Brighton,1.75,3.5,6.0,1.77,3.48,5.99,1.75,3.3,6.0,1.75,3.5,5.75,1.85,3.42,5.27
E0,31/01/2018,Stoke,Watford,2.25,3.5,3.39,2.22,3.54,3.48,2.25,3.4,3.3,2.25,3.5,3.4,2.18,3.55,3.58
E0,31/01/2018,Tottenham,Man United,2.35,3.29,3.39,2.32,3.42,3.38,2.3,3.3,3.3,2.3,3.3,3.4,2.42,3.4,3.19
E0,03/02/2018,Arsenal,Everton,1.3,5.75,12.0,1.32,5.85,10.95,1.33,5.0,11.0,1.3,5.75,11.0,1.37,5.45,9.5
E0,03/02/2018,Bournemouth,Stoke,1.9,3.7,4.33,1.92,3.66,4.43,1.91,3.5,4.33,1.91,3.7,4.33,1.93,3.65,4.41
E0,03/02/2018,Brighton,West Ham,2.35,3.0,3.7,2.37,3.07,3.66,2.3,3.0,3.6,2.3,3.1,3.7,2.26,3.08,3.95
E0,03/02/2018,Burnley,Man City,13.0,6.0,1.28,13.0,5.9,1.29,12.0,5.5,1.29,13.0,6.0,1.29,13.5,5.65,1.3
E0,03/02/2018,Leicester,Swansea,1.8,3.6,5.25,1.81,3.59,5.3,1.8,3.5,5.0,1.8,3.6,5.2,1.85,3.49,5.18
E0,03/02/2018,Man United,Huddersfield,1.16,8.5,19.0,1.17,8.19,23.45,1.17,7.5,21.0,1.17,8.0,23.0,1.22,7.2,17.0
E0,03/02/2018,West Brom,Southampton,2.54,3.2,3.1,2.65,3.15,3.07,2.5,3.1,3.1,2.6,3.2,3.1,2.96,3.12,2.76
E0,04/02/2018,Crystal Palace,Newcastle,2.04,3.39,4.2,2.05,3.4,4.19,2.05,3.3,4.0,2.05,3.4,4.1,2.12,3.31,4.06
E0,04/02/2018,Liverpool,Tottenham,2.1,3.75,3.6,2.13,3.71,3.55,2.1,3.6,3.5,2.1,3.8,3.5,2.01,3.84,3.81
E0,05/02/2018,Watford,Chelsea,6.25,4.0,1.61,6.15,4.05,1.64,6.0,4.0,1.62,6.0,4.0,1.62,6.95,4.5,1.53
E0,10/02/2018,Everton,Crystal Palace,2.25,3.25,3.2,2.26,3.26,3.68,2.25,3.1,3.4,2.25,3.25,3.7,2.11,3.32,4.09
E0,10/02/2018,Man City,Leicester,1.19,6.5,13.0,1.22,7.4,14.5,1.22,6.0,12.0,1.22,7.0,17.0,1.24,6.7,15.5
E0,10/02/2018,Stoke,Brighton,2.2,3.2,3.39,2.22,3.27,3.78,2.15,3.1,3.6,2.25,3.13,3.8,2.43,3.18,3.39
E0,10/02/2018,Swansea,Burnley,2.37,3.0,3.25,2.5,2.99,3.5,2.5,2.9,3.2,2.45,3.0,3.5,2.37,3.03,3.71
E0,10/02/2018,Tottenham,Arsenal,2.0,3.6,3.5,2.04,3.85,3.7,2.0,3.75,3.4,2.05,3.9,3.6,1.93,3.9,4.07
E0,10/02/2018,West Ham,Watford,2.5,3.29,2.79,2.57,3.32,3.03,2.5,3.3,2.8,2.5,3.3,3.1,2.38,3.36,3.3
E0,11/02/2018,Huddersfield,Bournemouth,3.25,3.2,2.25,3.3,3.22,2.46,3.25,3.1,2.3,3.4,3.2,2.38,3.14,3.39,2.45
E0,11/02/2018,Newcastle,Man United,5.5,3.75,1.61,5.86,4.03,1.66,5.5,3.8,1.62,6.0,3.9,1.65,6.35,4.15,1.61
E0,11/02/2018,Southampton,Liverpool,4.2,3.79,1.8,4.75,3.93,1.8,4.33,3.8,1.75,4.6,4.0,1.8,5.18,4.05,1.72
E0,12/02/2018,Chelsea,West Brom,1.36,4.75,8.0,1.4,5.1,9.05,1.33,5.0,9.0,1.36,5.0,9.5,1.33,5.3,12.0
E0,24/02/2018,Bournemouth,Newcastle,2.1,3.5,3.79,2.11,3.49,3.85,2.05,3.3,3.7,2.1,3.5,3.7,2.0,3.58,4.15
E0,24/02/2018,Brighton,Swansea,2.14,3.25,4.0,2.11,3.15,4.36,2.1,3.0,3.8,2.15,3.1,4.2,2.01,3.31,4.53
E0,24/02/2018,Burnley,Southampton,2.89,3.1,2.79,2.98,3.08,2.78,2.62,3.1,2.75,3.0,3.1,2.75,3.49,3.12,2.42
E0,24/02/2018,Leicester,Stoke,1.72,3.89,5.25,1.71,3.89,5.62,1.7,3.75,4.8,1.73,3.8,5.0,1.7,3.95,5.55
E0,24/02/2018,Liverpool,West Ham,1.22,7.5,13.0,1.23,7.14,14.61,1.22,6.0,12.0,1.22,7.0,15.0,1.24,7.0,14.0
E0,24/02/2018,Watford,Everton,2.25,3.39,3.5,2.23,3.42,3.57,2.2,3.3,3.3,2.25,3.3,3.6,2.47,3.24,3.26
E0,24/02/2018,West Brom,Huddersfield,1.95,3.29,4.75,1.98,3.3,4.7,1.95,3.1,4.4,1.95,3.3,4.75,1.88,3.44,5.01
E0,25/02/2018,Crystal Palace,Tottenham,7.5,4.5,1.5,7.09,4.66,1.51,6.5,4.2,1.5,7.5,4.6,1.5,9.5,5.6,1.36
E0,25/02/2018,Man United,Chelsea,2.29,3.25,3.5,2.3,3.3,3.55,2.3,3.1,3.3,2.3,3.3,3.4,2.39,3.24,3.41
E0,01/03/2018,Arsenal,Man City,4.5,4.0,1.72,4.58,4.06,1.8,4.5,3.8,1.73,4.6,4.0,1.8,4.75,4.33,1.72
E0,03/03/2018,Burnley,Everton,2.5,3.1,3.29,2.5,3.04,3.43,2.5,3.0,3.3,2.5,3.1,3.4,2.62,2.97,3.3
E0,03/03/2018,Leicester,Bournemouth,1.85,3.75,4.5,1.88,3.72,4.57,1.85,3.6,4.5,1.85,3.8,4.5,1.9,3.6,4.62
E0,03/03/2018,Liverpool,Newcastle,1.22,7.0,15.0,1.22,7.6,14.1,1.22,6.5,15.0,1.22,7.5,15.0,1.2,7.8,16.0
E0,03/03/2018,Southampton,Stoke,1.75,3.75,5.25,1.76,3.71,5.48,1.75,3.5,5.5,1.73,3.8,5.5,1.72,3.82,5.61
E0,03/03/2018,Swansea,West Ham,2.6,3.25,3.0,2.65,3.19,3.03,2.6,3.1,3.0,2.63,3.2,3.0,2.62,3.09,3.17
E0,03/03/2018,Tottenham,Huddersfield,1.19,7.5,17.0,1.19,8.05,18.5,1.2,7.0,17.0,1.18,7.5,19.0,1.17,7.75,24.5
E0,03/03/2018,Watford,West Brom,2.14,3.29,3.89,2.2,3.3,3.8,2.15,3.25,3.8,2.15,3.3,3.9,2.41,3.18,3.43
E0,04/03/2018,Brighton,Arsenal,4.2,3.79,1.9,4.04,3.7,1.99,4.0,3.75,1.91,4.0,3.7,2.0,4.25,3.7,1.94
E0,04/03/2018,Man City,Chelsea,1.61,4.2,6.0,1.6,4.35,6.07,1.62,4.0,6.0,1.6,4.3,6.0,1.51,4.85,6.5
E0,05/03/2018,Crystal Palace,Man United,7.0,4.0,1.57,6.63,4.24,1.58,6.5,4.0,1.57,7.0,4.2,1.53,7.85,4.7,1.47
E0,10/03/2018,Chelsea,Crystal Palace,1.3,5.75,12.0,1.3,6.0,11.65,1.3,5.5,11.0,1.29,5.75,13.0,1.29,5.85,13.0
E0,10/03/2018,Everton,Brighton,2.2,3.2,3.89,2.22,3.24,3.83,2.2,3.1,3.75,2.2,3.25,3.8,2.25,3.32,3.64
E0,10/03/2018,Huddersfield,Swansea,2.54,3.1,3.2,2.52,3.07,3.37,2.5,3.1,3.1,2.5,3.1,3.3,2.57,3.04,3.31
E0,10/03/2018,Man United,Liverpool,2.75,3.39,2.75,2.79,3.34,2.76,2.75,3.3,2.8,2.7,3.4,2.75,3.2,3.26,2.49
E0,10/03/2018,Newcastle,Southampton,2.79,3.2,2.79,2.8,3.16,2.88,2.8,3.1,2.8,2.8,3.2,2.8,2.63,3.2,3.05
E0,10/03/2018,West Brom,Leicester,3.0,3.25,2.6,3.07,3.28,2.57,3.0,3.1,2.6,3.1,3.25,2.55,3.39,3.44,2.3
E0,10/03/2018,West Ham,Burnley,2.29,3.2,3.6,2.32,3.21,3.6,2.3,3.1,3.6,2.3,3.2,3.6,2.25,3.16,3.85
E0,11/03/2018,Arsenal,Watford,1.44,5.0,7.5,1.48,4.81,7.4,1.5,4.33,7.0,1.45,5.0,7.0,1.52,4.55,7.0
E0,11/03/2018,Bournemouth,Tottenham,6.5,4.5,1.55,6.49,4.66,1.53,6.0,4.5,1.53,6.5,4.6,1.53,7.75,5.0,1.44
E0,12/03/2018,Stoke,Man City,15.0,6.5,1.25,13.25,6.89,1.25,13.0,6.0,1.25,13.0,6.5,1.22,13.75,6.95,1.24
E0,17/03/2018,Bournemouth,West Brom,1.83,3.6,5.0,1.85,3.6,4.94,1.83,3.5,4.33,1.85,3.6,4.8,1.8,3.84,4.9
E0,17/03/2018,Huddersfield,Crystal Palace,3.0,3.1,2.7,2.94,3.2,2.72,2.8,3.1,2.62,2.9,3.2,2.7,2.79,3.18,2.88
E0,17/03/2018,Liverpool,Watford,1.19,8.0,15.0,1.2,7.85,15.95,1.2,6.5,13.0,1.18,8.0,17.0,1.17,9.0,18.45
E0,17/03/2018,Stoke,Everton,2.5,3.29,3.1,2.49,3.29,3.18,2.4,3.2,3.0,2.5,3.3,3.13,2.78,3.31,2.78
E0,31/03/2018,Brighton,Leicester,2.7,3.2,2.62,2.82,3.2,2.84,2.8,3.1,2.62,2.75,3.2,2.8,2.7,3.34,2.85
E0,31/03/2018,Crystal Palace,Liverpool,7.0,4.33,1.44,6.65,4.54,1.54,6.0,4.33,1.5,6.5,4.5,1.53,7.0,4.7,1.51
E0,31/03/2018,Everton,Man City,9.0,5.0,1.33,10.3,5.47,1.35,8.5,4.8,1.33,10.5,5.4,1.33,10.55,5.63,1.34
E0,31/03/2018,Man United,Swansea,1.25,6.0,10.0,1.24,7.02,14.56,1.22,6.0,13.0,1.25,6.0,15.0,1.23,6.95,16.0
E0,31/03/2018,Newcastle,Huddersfield,1.75,3.39,5.0,1.78,3.62,5.55,1.75,3.4,5.0,1.75,3.6,5.5,1.78,3.63,5.45
E0,31/03/2018,Watford,Bournemouth,2.29,3.29,3.1,2.35,3.47,3.26,2.3,3.4,3.0,2.3,3.5,3.2,2.22,3.48,3.53
E0,31/03/2018,West Brom,Burnley,2.5,3.0,3.1,2.67,3.07,3.13,2.62,3.0,2.9,2.63,3.0,3.13,2.62,3.1,3.16
E0,31/03/2018,West Ham,Southampton,2.7,3.25,2.6,2.97,3.25,2.66,2.88,3.1,2.6,2.9,3.25,2.63,2.91,3.26,2.71
E0,01/04/2018,Arsenal,Stoke,1.28,5.5,10.0,1.31,6.1,10.47,1.3,5.5,10.0,1.3,6.0,11.0,1.31,6.05,11.0
E0,01/04/2018,Chelsea,Tottenham,2.29,3.29,3.1,2.43,3.4,3.18,2.3,3.2,3.1,2.4,3.4,3.13,2.3,3.43,3.4
E0,07/04/2018,Bournemouth,Crystal Palace,2.5,3.39,3.0,2.48,3.47,3.04,2.5,3.25,3.0,2.5,3.5,2.9,2.67,3.54,2.76
E0,07/04/2018,Brighton,Huddersfield,1.85,3.5,5.0,1.88,3.48,4.95,1.85,3.3,5.0,1.85,3.4,5.2,1.76,3.7,5.46
E0,07/04/2018,Everton,Liverpool,4.2,3.75,1.9,4.25,3.71,1.94,4.2,3.6,1.91,4.3,3.7,1.93,3.78,3.39,2.17
E0,07/04/2018,Leicester,Newcastle,1.95,3.6,4.2,1.97,3.54,4.32,1.95,3.4,4.33,1.93,3.6,4.4,1.86,3.58,4.89
E0,07/04/2018,Man City,Man United,1.89,3.79,4.2,1.88,3.85,4.37,1.85,3.6,4.33,1.87,3.75,4.5,1.86,3.72,4.66
E0,07/04/2018,Stoke,Tottenham,11.0,5.5,1.33,11.07,5.54,1.34,11.0,5.0,1.33,10.5,5.5,1.33,11.3,6.15,1.3
E0,07/04/2018,Watford,Burnley,2.39,3.2,3.39,2.32,3.05,3.49,2.38,3.1,3.3,2.38,3.2,3.5,2.33,3.23,3.55
E0,07/04/2018,West Brom,Swansea,2.37,3.2,3.39,2.35,3.25,3.49,2.4,3.1,3.3,2.38,3.2,3.1,2.53,3.15,3.25
E0,08/04/2018,Arsenal,Southampton,1.57,4.5,6.0,1.56,4.45,6.44,1.57,4.2,6.0,1.55,4.5,6.25,1.79,3.82,4.97
E0,08/04/2018,Chelsea,West Ham,1.28,6.0,12.0,1.28,6.34,11.91,1.29,5.5,12.0,1.29,6.0,12.0,1.31,5.85,11.4
E0,14/04/2018,Burnley,Leicester,2.62,3.2,3.0,2.67,3.19,3.01,2.7,3.1,2.88,2.7,3.13,3.0,2.63,3.2,3.05
E0,14/04/2018,Crystal Palace,Brighton,1.9,3.5,4.75,1.91,3.56,4.64,1.91,3.2,4.8,1.85,3.5,5.0,1.89,3.51,4.82
E0,14/04/2018,Huddersfield,Watford,2.62,3.25,3.0,2.72,3.14,2.9,2.62,3.1,2.9,2.7,3.2,2.9,2.57,3.18,3.15
E0,14/04/2018,Liverpool,Bournemouth,1.25,7.0,12.0,1.25,7.15,12.89,1.25,6.0,13.0,1.25,7.0,13.0,1.24,7.3,13.5
E0,14/04/2018,Southampton,Chelsea,4.5,3.75,1.85,4.48,3.74,1.88,4.5,3.6,1.83,4.75,3.7,1.85,4.81,3.85,1.81
E0,14/04/2018,Swansea,Everton,2.54,3.25,3.1,2.61,3.13,3.15,2.5,3.1,3.1,2.55,3.2,3.13,2.77,3.17,2.9
E0,14/04/2018,Tottenham,Man City,2.62,3.6,2.7,2.7,3.61,2.68,2.7,3.3,2.7,2.7,3.6,2.63,2.8,3.66,2.56
E0,15/04/2018,Man United,West Brom,1.18,8.0,19.0,1.22,7.05,17.85,1.17,7.5,19.0,1.2,7.5,15.0,1.2,7.4,18.0
E0,15/04/2018,Newcastle,Arsenal,3.29,3.6,2.25,3.27,3.65,2.27,3.3,3.5,2.2,3.3,3.6,2.25,2.9,3.55,2.54
E0,16/04/2018,West Ham,Stoke,2.0,3.6,4.0,2.01,3.52,4.19,2.0,3.3,4.2,2.0,3.5,4.1,2.01,3.51,4.2
E0,17/04/2018,Brighton,Tottenham,6.5,4.33,1.55,6.56,4.35,1.57,6.5,4.33,1.53,6.5,4.33,1.55,6.59,4.35,1.56
E0,18/04/2018,Bournemouth,Man United,5.0,3.89,1.75,4.99,4.07,1.74,4.8,3.8,1.75,5.2,4.0,1.73,4.65,3.85,1.83
E0,19/04/2018,Burnley,Chelsea,4.0,3.39,1.9,4.64,3.55,1.91,4.33,3.4,1.91,4.75,3.5,1.87,4.58,3.59,1.91
